scrape_date,id_departure,id_arrival,departure_datetime,arrival_datetime,airline,travel_class,is_nonstop,price
2024-12-05,SGN,DAD,2024-12-25 10:45,2024-12-25 12:05,Vietjet,Economy,Nonstop,2138600
2024-12-05,SGN,DAD,2024-12-25 07:00,2024-12-25 08:20,Vietnam Airlines,Economy,Nonstop,2178000
2024-12-05,SGN,DAD,2024-12-25 15:30,2024-12-25 16:50,Vietnam Airlines,Economy,Nonstop,2178000
2024-12-05,SGN,DAD,2024-12-25 08:00,2024-12-25 09:30,Vietnam Airlines,Economy,Nonstop,2318000
2024-12-05,SGN,DAD,2024-12-25 12:30,2024-12-25 13:50,Vietnam Airlines,Economy,Nonstop,2499000
2024-12-05,SGN,DAD,2024-12-25 09:10,2024-12-25 10:30,Vietnam Airlines,Economy,Nonstop,3592000
2024-12-05,SGN,DAD,2024-12-25 10:15,2024-12-25 11:35,Vietnam Airlines,Economy,Nonstop,3592000
2024-12-05,SGN,DAD,2024-12-25 11:45,2024-12-25 13:05,Vietnam Airlines,Economy,Nonstop,3592000
2024-12-05,SGN,DAD,2024-12-25 21:15,2024-12-25 22:35,Vietnam Airlines,Business,Nonstop,2499000
2024-12-05,SGN,DAD,2024-12-25 11:45,2024-12-25 13:05,Vietnam Airlines,Business,Nonstop,3592000
2024-12-05,SGN,DAD,2024-12-25 07:00,2024-12-25 08:20,Vietnam Airlines,Business,Nonstop,3592000
2024-12-05,SGN,DAD,2024-12-25 08:00,2024-12-25 09:30,Vietnam Airlines,Business,Nonstop,3592000
2024-12-05,SGN,DAD,2024-12-25 09:10,2024-12-25 10:30,Vietnam Airlines,Business,Nonstop,3592000
2024-12-05,SGN,DAD,2024-12-25 10:15,2024-12-25 11:35,Vietnam Airlines,Business,Nonstop,3592000
2024-12-05,SGN,DAD,2024-12-25 16:15,2024-12-25 17:35,Vietnam Airlines,Business,Nonstop,3592000
2024-12-05,SGN,DAD,2024-12-25 17:00,2024-12-25 18:20,Vietnam Airlines,Business,Nonstop,3592000
2024-12-05,SGN,DAD,2024-12-25 18:55,2024-12-25 20:20,Vietnam Airlines,Business,Nonstop,3592000
2024-12-05,SGN,DAD,2024-12-25 19:55,2024-12-25 21:15,Vietnam Airlines,Business,Nonstop,3592000
2024-12-05,SGN,DAD,2024-12-25 12:30,2024-12-25 13:50,Vietnam Airlines,Business,Nonstop,4348000
2024-12-05,SGN,DAD,2024-12-25 10:15,2024-12-25 22:25,"THAI, Vietnam Airlines",Business,"2 stops in BKK, HAN",22507000
2024-12-05,SGN,DAD,2024-12-25 19:00,2024-12-26 10:35,Malaysia Airlines,Business,1 stop in KUL,23562000
2024-12-05,SGN,DAD,2024-12-25 08:50,2024-12-25 15:40,"Scoot, Singapore Airlines",Business,1 stop in SIN,27732000
2024-12-05,SGN,DAD,2024-12-25 01:55,2024-12-25 11:40,EVA Air,Business,1 stop in TPE,32008000
2024-12-05,SGN,CXR,2024-12-25 09:35,2024-12-25 10:40,Bamboo Airways,Economy,Nonstop,691000
2024-12-05,SGN,CXR,2024-12-25 07:45,2024-12-25 08:55,Vietjet,Economy,Nonstop,1047800
2024-12-05,SGN,CXR,2024-12-25 18:05,2024-12-25 19:15,Vietnam Airlines,Economy,Nonstop,1098000
2024-12-05,SGN,CXR,2024-12-25 06:50,2024-12-25 08:00,Vietnam Airlines,Economy,Nonstop,1206000
2024-12-05,SGN,CXR,2024-12-25 14:05,2024-12-25 15:10,Vietnam Airlines,Economy,Nonstop,1843000
2024-12-05,SGN,CXR,2024-12-25 12:05,2024-12-25 13:10,Vietnam Airlines,Economy,Nonstop,3268000
2024-12-05,SGN,CXR,2024-12-25 19:50,2024-12-26 18:25,Vietnam Airlines,Economy,"2 stops in BKK, HAN",6318000
2024-12-05,SGN,CXR,2024-12-25 19:35,2024-12-26 15:25,"Cathay Pacific, Vietnam Airlines",Economy,"2 stops in HKG, HAN",14762000
2024-12-05,SGN,CXR,2024-12-25 06:50,2024-12-25 08:00,Vietnam Airlines,Business,Nonstop,3268000
2024-12-05,SGN,CXR,2024-12-25 12:05,2024-12-25 13:10,Vietnam Airlines,Business,Nonstop,3268000
2024-12-05,SGN,CXR,2024-12-25 14:05,2024-12-25 15:10,Vietnam Airlines,Business,Nonstop,3268000
2024-12-05,SGN,CXR,2024-12-25 18:05,2024-12-25 19:15,Vietnam Airlines,Business,Nonstop,3268000
2024-12-05,SGN,CXR,2024-12-25 02:25,2024-12-25 09:40,China Southern,Business,1 stop in CAN,18762000
2024-12-05,SGN,CXR,2024-12-25 01:55,2024-12-25 18:25,"EVA Air, Vietnam Airlines",Business,"2 stops in TPE, HAN",26904000
2024-12-05,SGN,CXR,2024-12-25 19:35,2024-12-26 15:25,"Cathay Pacific, Vietnam Airlines",Business,"2 stops in HKG, HAN",32125000
2024-12-05,SGN,CXR,2024-12-25 18:30,2024-12-26 16:35,"Cambodia Angkor Air, China Southern",Business,"2 stops in PNH, CAN",70278000
2024-12-05,SGN,CXR,2024-12-25 19:50,2024-12-26 09:40,"Vietnam Airlines, China Southern",Business,"2 stops in BKK, CAN",77724000
2024-12-05,SGN,CXR,2024-12-25 20:10,2024-12-26 09:40,"THAI, China Southern",Business,"2 stops in BKK, CAN",77863000
2024-12-05,SGN,HAN,2024-12-26 20:45,2024-12-26 22:50,Vietjet,Economy,Nonstop,1544600
2024-12-05,SGN,HAN,2024-12-26 20:45,2024-12-26 22:55,Vietravel Airlines,Economy,Nonstop,1726040
2024-12-05,SGN,HAN,2024-12-26 05:00,2024-12-26 07:05,Vietnam Airlines,Economy,Nonstop,2134000
2024-12-05,SGN,HAN,2024-12-26 20:25,2024-12-26 22:35,Vietjet,Economy,Nonstop,1544600
2024-12-05,SGN,HAN,2024-12-26 21:00,2024-12-26 23:05,Vietjet,Economy,Nonstop,1544600
2024-12-05,SGN,HAN,2024-12-26 21:40,2024-12-26 23:50,Vietjet,Economy,Nonstop,1544600
2024-12-05,SGN,HAN,2024-12-26 22:05,2024-12-27 00:10,Vietjet,Economy,Nonstop,1544600
2024-12-05,SGN,HAN,2024-12-26 23:15,2024-12-27 01:25,Vietjet,Economy,Nonstop,1544600
2024-12-05,SGN,HAN,2024-12-26 23:45,2024-12-27 01:55,Vietjet,Economy,Nonstop,1544600
2024-12-05,SGN,HAN,2024-12-26 18:00,2024-12-26 20:10,Vietjet,Economy,Nonstop,1674200
2024-12-05,SGN,HAN,2024-12-26 18:05,2024-12-26 20:15,Vietjet,Economy,Nonstop,1674200
2024-12-05,SGN,HAN,2024-12-26 19:10,2024-12-26 21:20,Vietjet,Economy,Nonstop,1674200
2024-12-05,SGN,HAN,2024-12-26 05:00,2024-12-26 07:10,Vietjet,Economy,Nonstop,1803800
2024-12-05,SGN,HAN,2024-12-26 06:00,2024-12-26 08:10,Vietjet,Economy,Nonstop,1803800
2024-12-05,SGN,HAN,2024-12-26 05:45,2024-12-26 07:55,Vietravel Airlines,Economy,Nonstop,1931240
2024-12-05,SGN,HAN,2024-12-26 17:45,2024-12-26 19:55,Vietravel Airlines,Economy,Nonstop,1931240
2024-12-05,SGN,HAN,2024-12-26 07:15,2024-12-26 19:35,Bamboo Airways,Economy,1 stop in UIH,1954000
2024-12-05,SGN,HAN,2024-12-26 12:10,2024-12-26 14:20,Vietjet,Economy,Nonstop,1976600
2024-12-05,SGN,HAN,2024-12-26 13:40,2024-12-26 15:50,Vietjet,Economy,Nonstop,1976600
2024-12-05,SGN,HAN,2024-12-26 14:35,2024-12-26 16:40,Vietjet,Economy,Nonstop,1976600
2024-12-05,SGN,HAN,2024-12-26 15:05,2024-12-26 17:10,Vietjet,Economy,Nonstop,1976600
2024-12-05,SGN,HAN,2024-12-26 15:20,2024-12-26 17:30,Vietjet,Economy,Nonstop,1976600
2024-12-05,SGN,HAN,2024-12-26 16:00,2024-12-26 18:10,Vietjet,Economy,Nonstop,1976600
2024-12-05,SGN,HAN,2024-12-26 16:10,2024-12-26 18:20,Vietjet,Economy,Nonstop,1976600
2024-12-05,SGN,HAN,2024-12-26 23:00,2024-12-27 01:05,Vietnam Airlines,Economy,Nonstop,2134000
2024-12-05,SGN,HAN,2024-12-26 09:10,2024-12-26 11:25,Vietjet,Economy,Nonstop,2138600
2024-12-05,SGN,HAN,2024-12-26 11:10,2024-12-26 13:20,Vietjet,Economy,Nonstop,2138600
2024-12-05,SGN,HAN,2024-12-26 11:30,2024-12-26 13:40,Vietjet,Economy,Nonstop,2138600
2024-12-05,SGN,HAN,2024-12-26 06:30,2024-12-26 08:40,Vietjet,Economy,Nonstop,2322200
2024-12-05,SGN,HAN,2024-12-26 08:15,2024-12-26 10:20,Vietjet,Economy,Nonstop,2322200
2024-12-05,SGN,HAN,2024-12-26 10:00,2024-12-26 12:10,Vietjet,Economy,Nonstop,2322200
2024-12-05,SGN,HAN,2024-12-26 22:00,2024-12-27 00:05,Vietnam Airlines,Economy,Nonstop,2340000
2024-12-05,SGN,HAN,2024-12-26 10:55,2024-12-26 13:05,Bamboo Airways,Economy,Nonstop,2344000
2024-12-05,SGN,HAN,2024-12-26 16:35,2024-12-26 18:45,Bamboo Airways,Economy,Nonstop,2344000
2024-12-05,SGN,HAN,2024-12-26 23:45,2024-12-27 01:55,Bamboo Airways,Economy,Nonstop,2344000
2024-12-05,SGN,HAN,2024-12-26 06:30,2024-12-26 08:35,Vietnam Airlines,Economy,Nonstop,2523000
2024-12-05,SGN,HAN,2024-12-26 06:40,2024-12-26 08:50,Vietnam Airlines,Economy,Nonstop,2523000
2024-12-05,SGN,HAN,2024-12-26 20:30,2024-12-26 22:35,Vietnam Airlines,Economy,Nonstop,2523000
2024-12-05,SGN,HAN,2024-12-26 21:00,2024-12-26 23:05,Vietnam Airlines,Economy,Nonstop,2523000
2024-12-05,SGN,HAN,2024-12-26 20:30,2024-12-26 22:40,Bamboo Airways,Economy,Nonstop,2571000
2024-12-05,SGN,HAN,2024-12-26 06:00,2024-12-26 08:05,Vietnam Airlines,Economy,Nonstop,2728000
2024-12-05,SGN,HAN,2024-12-26 16:40,2024-12-26 18:45,Vietnam Airlines,Economy,Nonstop,2728000
2024-12-05,SGN,HAN,2024-12-26 17:00,2024-12-26 19:05,Vietnam Airlines,Economy,Nonstop,2728000
2024-12-05,SGN,HAN,2024-12-26 19:00,2024-12-26 21:15,Vietnam Airlines,Economy,Nonstop,2728000
2024-12-05,SGN,HAN,2024-12-26 19:30,2024-12-26 21:35,Vietnam Airlines,Economy,Nonstop,2728000
2024-12-05,SGN,HAN,2024-12-26 20:00,2024-12-26 22:05,Vietnam Airlines,Economy,Nonstop,2728000
2024-12-05,SGN,HAN,2024-12-26 05:10,2024-12-26 07:20,Bamboo Airways,Economy,Nonstop,2797000
2024-12-05,SGN,HAN,2024-12-26 07:45,2024-12-26 09:55,Bamboo Airways,Economy,Nonstop,2797000
2024-12-05,SGN,HAN,2024-12-26 13:30,2024-12-26 15:40,Bamboo Airways,Economy,Nonstop,2797000
2024-12-05,SGN,HAN,2024-12-26 14:00,2024-12-26 16:05,Vietnam Airlines,Economy,Nonstop,2955000
2024-12-05,SGN,HAN,2024-12-26 15:00,2024-12-26 17:05,Vietnam Airlines,Economy,Nonstop,2955000
2024-12-05,SGN,HAN,2024-12-26 16:00,2024-12-26 18:10,Vietnam Airlines,Economy,Nonstop,2955000
2024-12-05,SGN,HAN,2024-12-26 18:00,2024-12-26 20:10,Vietnam Airlines,Economy,Nonstop,2955000
2024-12-05,SGN,HAN,2024-12-26 13:00,2024-12-26 15:05,Vietnam Airlines,Economy,Nonstop,3182000
2024-12-05,SGN,HAN,2024-12-26 07:00,2024-12-26 09:10,Vietnam Airlines,Economy,Nonstop,3741000
2024-12-05,SGN,HAN,2024-12-26 08:00,2024-12-26 10:05,Vietnam Airlines,Economy,Nonstop,3741000
2024-12-05,SGN,HAN,2024-12-26 09:00,2024-12-26 11:05,Vietnam Airlines,Economy,Nonstop,3741000
2024-12-05,SGN,HAN,2024-12-26 10:00,2024-12-26 12:05,Vietnam Airlines,Economy,Nonstop,3741000
2024-12-05,SGN,HAN,2024-12-26 11:00,2024-12-26 13:05,Vietnam Airlines,Economy,Nonstop,3741000
2024-12-05,SGN,HAN,2024-12-26 12:00,2024-12-26 14:05,Vietnam Airlines,Economy,Nonstop,3741000
2024-12-05,SGN,HAN,2024-12-26 05:00,2024-12-26 07:05,Vietnam Airlines,Business,Nonstop,5860000
2024-12-05,SGN,HAN,2024-12-26 06:00,2024-12-26 08:05,Vietnam Airlines,Business,Nonstop,5860000
2024-12-05,SGN,HAN,2024-12-26 06:30,2024-12-26 08:35,Vietnam Airlines,Business,Nonstop,5860000
2024-12-05,SGN,HAN,2024-12-26 06:40,2024-12-26 08:50,Vietnam Airlines,Business,Nonstop,5860000
2024-12-05,SGN,HAN,2024-12-26 22:00,2024-12-27 00:05,Vietnam Airlines,Business,Nonstop,5860000
2024-12-05,SGN,HAN,2024-12-26 20:30,2024-12-26 22:35,Vietnam Airlines,Business,Nonstop,6400000
2024-12-05,SGN,HAN,2024-12-26 21:00,2024-12-26 23:05,Vietnam Airlines,Business,Nonstop,6400000
2024-12-05,SGN,HAN,2024-12-26 07:00,2024-12-26 09:10,Vietnam Airlines,Business,Nonstop,8776000
2024-12-05,SGN,HAN,2024-12-26 08:00,2024-12-26 10:05,Vietnam Airlines,Business,Nonstop,8776000
2024-12-05,SGN,HAN,2024-12-26 09:00,2024-12-26 11:05,Vietnam Airlines,Business,Nonstop,8776000
2024-12-05,SGN,HAN,2024-12-26 10:00,2024-12-26 12:05,Vietnam Airlines,Business,Nonstop,8776000
2024-12-05,SGN,HAN,2024-12-26 11:00,2024-12-26 13:05,Vietnam Airlines,Business,Nonstop,8776000
2024-12-05,SGN,HAN,2024-12-26 12:00,2024-12-26 14:05,Vietnam Airlines,Business,Nonstop,8776000
2024-12-05,SGN,HAN,2024-12-26 13:00,2024-12-26 15:05,Vietnam Airlines,Business,Nonstop,8776000
2024-12-05,SGN,HAN,2024-12-26 14:00,2024-12-26 16:05,Vietnam Airlines,Business,Nonstop,8776000
2024-12-05,SGN,HAN,2024-12-26 15:00,2024-12-26 17:05,Vietnam Airlines,Business,Nonstop,8776000
2024-12-05,SGN,HAN,2024-12-26 16:00,2024-12-26 18:10,Vietnam Airlines,Business,Nonstop,8776000
2024-12-05,SGN,HAN,2024-12-26 16:40,2024-12-26 18:45,Vietnam Airlines,Business,Nonstop,8776000
2024-12-05,SGN,HAN,2024-12-26 17:00,2024-12-26 19:05,Vietnam Airlines,Business,Nonstop,8776000
2024-12-05,SGN,HAN,2024-12-26 18:00,2024-12-26 20:10,Vietnam Airlines,Business,Nonstop,8776000
2024-12-05,SGN,HAN,2024-12-26 19:00,2024-12-26 21:15,Vietnam Airlines,Business,Nonstop,8776000
2024-12-05,SGN,HAN,2024-12-26 19:30,2024-12-26 21:35,Vietnam Airlines,Business,Nonstop,8776000
2024-12-05,SGN,HAN,2024-12-26 20:00,2024-12-26 22:05,Vietnam Airlines,Business,Nonstop,8776000
2024-12-05,SGN,HAN,2024-12-26 02:20,2024-12-26 09:50,Shenzhen,Business,1 stop in SZX,12546000
2024-12-05,SGN,HAN,2024-12-26 02:25,2024-12-26 10:45,China Southern,Business,1 stop in CAN,16698000
2024-12-05,SGN,HAN,2024-12-26 08:40,2024-12-26 14:15,Vietnam Airlines,Business,1 stop in BKK,18376000
2024-12-05,SGN,HAN,2024-12-26 08:00,2024-12-26 14:45,China Southern,Business,1 stop in CAN,19373000
2024-12-05,SGN,DAD,2024-12-26 21:55,2024-12-26 23:20,Bamboo Airways,Economy,Nonstop,1577000
2024-12-05,SGN,DAD,2024-12-26 05:55,2024-12-26 07:15,Vietnam Airlines,Economy,Nonstop,1875000
2024-12-05,SGN,DAD,2024-12-26 08:20,2024-12-26 09:40,Vietravel Airlines,Economy,Nonstop,1942040
2024-12-05,SGN,DAD,2024-12-26 22:15,2024-12-26 23:35,Vietjet,Economy,Nonstop,1663400
2024-12-05,SGN,DAD,2024-12-26 21:35,2024-12-26 22:55,Vietjet,Economy,Nonstop,1793000
2024-12-05,SGN,DAD,2024-12-26 21:15,2024-12-26 22:35,Vietnam Airlines,Economy,Nonstop,1875000
2024-12-05,SGN,DAD,2024-12-26 18:10,2024-12-26 19:35,Bamboo Airways,Economy,Nonstop,1901000
2024-12-05,SGN,DAD,2024-12-26 05:15,2024-12-26 06:35,Vietjet,Economy,Nonstop,1933400
2024-12-05,SGN,DAD,2024-12-26 19:05,2024-12-26 20:25,Vietjet,Economy,Nonstop,1933400
2024-12-05,SGN,DAD,2024-12-26 21:00,2024-12-26 22:20,Vietjet,Economy,Nonstop,1933400
2024-12-05,SGN,DAD,2024-12-26 09:40,2024-12-26 11:05,Bamboo Airways,Economy,Nonstop,2063000
2024-12-05,SGN,DAD,2024-12-26 14:05,2024-12-26 15:30,Bamboo Airways,Economy,Nonstop,2063000
2024-12-05,SGN,DAD,2024-12-26 20:15,2024-12-26 21:15,Vietnam Airlines,Economy,Nonstop,2178000
2024-12-05,SGN,DAD,2024-12-26 14:30,2024-12-26 15:50,Vietjet,Economy,Nonstop,2214200
2024-12-05,SGN,DAD,2024-12-26 12:25,2024-12-26 13:45,Vietjet,Economy,Nonstop,2408600
2024-12-05,SGN,DAD,2024-12-26 18:55,2024-12-26 20:20,Vietnam Airlines,Economy,Nonstop,2448000
2024-12-05,SGN,DAD,2024-12-26 07:00,2024-12-26 08:20,Vietnam Airlines,Economy,Nonstop,3592000
2024-12-05,SGN,DAD,2024-12-26 17:10,2024-12-26 18:20,Vietnam Airlines,Economy,Nonstop,3592000
2024-12-05,SGN,DAD,2024-12-26 16:15,2024-12-26 17:35,Vietnam Airlines,Economy,Nonstop,3916000
2024-12-05,SGN,DAD,2024-12-26 15:30,2024-12-26 16:50,Vietnam Airlines,Economy,Nonstop,4348000
2024-12-05,SGN,DAD,2024-12-26 08:00,2024-12-26 09:30,Vietnam Airlines,Economy,Nonstop,4780000
2024-12-05,SGN,DAD,2024-12-26 09:10,2024-12-26 10:30,Vietnam Airlines,Economy,Nonstop,4780000
2024-12-05,SGN,DAD,2024-12-26 11:45,2024-12-26 13:05,Vietnam Airlines,Economy,Nonstop,4780000
2024-12-05,SGN,DAD,2024-12-26 17:10,2024-12-26 18:20,Vietnam Airlines,Business,Nonstop,3592000
2024-12-05,SGN,DAD,2024-12-26 20:15,2024-12-26 21:15,Vietnam Airlines,Business,Nonstop,3592000
2024-12-05,SGN,DAD,2024-12-26 16:15,2024-12-26 17:35,Vietnam Airlines,Business,Nonstop,3916000
2024-12-05,SGN,DAD,2024-12-26 05:55,2024-12-26 07:15,Vietnam Airlines,Business,Nonstop,3592000
2024-12-05,SGN,DAD,2024-12-26 07:00,2024-12-26 08:20,Vietnam Airlines,Business,Nonstop,3592000
2024-12-05,SGN,DAD,2024-12-26 18:55,2024-12-26 20:20,Vietnam Airlines,Business,Nonstop,3592000
2024-12-05,SGN,DAD,2024-12-26 21:15,2024-12-26 22:35,Vietnam Airlines,Business,Nonstop,3592000
2024-12-05,SGN,DAD,2024-12-26 15:30,2024-12-26 16:50,Vietnam Airlines,Business,Nonstop,4348000
2024-12-05,SGN,DAD,2024-12-26 08:00,2024-12-26 09:30,Vietnam Airlines,Business,Nonstop,4780000
2024-12-05,SGN,DAD,2024-12-26 09:10,2024-12-26 10:30,Vietnam Airlines,Business,Nonstop,4780000
2024-12-05,SGN,DAD,2024-12-26 11:45,2024-12-26 13:05,Vietnam Airlines,Business,Nonstop,4780000
2024-12-05,SGN,DAD,2024-12-26 17:50,2024-12-27 16:25,China Airlines,Business,1 stop in TPE,22124000
2024-12-05,SGN,DAD,2024-12-26 10:15,2024-12-26 22:25,"THAI, Vietnam Airlines",Business,"2 stops in BKK, HAN",22507000
2024-12-05,SGN,DAD,2024-12-26 08:00,2024-12-26 18:40,"China Southern, Vietnam Airlines",Business,"2 stops in CAN, HAN",28485000
2024-12-05,SGN,DAD,2024-12-26 01:55,2024-12-26 11:40,EVA Air,Business,1 stop in TPE,32008000
2024-12-05,SGN,CXR,2024-12-26 18:05,2024-12-26 19:15,Vietnam Airlines,Economy,Nonstop,1206000
2024-12-05,SGN,CXR,2024-12-26 06:50,2024-12-26 08:00,Vietnam Airlines,Economy,Nonstop,1314000
2024-12-05,SGN,CXR,2024-12-26 09:35,2024-12-26 10:40,Bamboo Airways,Economy,Nonstop,1361000
2024-12-05,SGN,CXR,2024-12-26 07:45,2024-12-26 08:55,Vietjet,Economy,Nonstop,1436600
2024-12-05,SGN,CXR,2024-12-26 14:05,2024-12-26 15:10,Vietnam Airlines,Economy,Nonstop,4024000
2024-12-05,SGN,CXR,2024-12-26 19:50,2024-12-27 18:25,Vietnam Airlines,Economy,"2 stops in BKK, HAN",6598000
2024-12-05,SGN,CXR,2024-12-26 20:10,2024-12-27 18:25,"THAI, Vietnam Airlines",Economy,"2 stops in BKK, HAN",16903000
2024-12-05,SGN,CXR,2024-12-26 19:50,2024-12-27 09:40,"Vietnam Airlines, China Southern",Economy,"2 stops in BKK, CAN",43179000
2024-12-05,SGN,CXR,2024-12-26 06:50,2024-12-26 08:00,Vietnam Airlines,Business,Nonstop,3268000
2024-12-05,SGN,CXR,2024-12-26 14:05,2024-12-26 15:10,Vietnam Airlines,Business,Nonstop,4024000
2024-12-05,SGN,CXR,2024-12-26 19:50,2024-12-27 18:25,Vietnam Airlines,Business,"2 stops in BKK, HAN",16865000
2024-12-05,SGN,CXR,2024-12-26 17:40,2024-12-27 11:45,"Cambodia Angkor Air, Vietnam Airlines",Business,"2 stops in SAI, HAN",17421000
2024-12-05,SGN,CXR,2024-12-26 08:00,2024-12-26 16:35,China Southern,Business,1 stop in CAN,18762000
2024-12-05,SGN,CXR,2024-12-26 16:30,2024-12-27 11:45,Vietnam Airlines,Business,"2 stops in SAI, HAN",21319000
2024-12-05,SGN,CXR,2024-12-26 20:10,2024-12-27 18:25,"THAI, Vietnam Airlines",Business,"2 stops in BKK, HAN",23781000
2024-12-05,SGN,CXR,2024-12-26 02:25,2024-12-26 09:40,China Southern,Business,1 stop in CAN,34429000
2024-12-05,SGN,CXR,2024-12-26 16:50,2024-12-27 09:40,"China Eastern, China Southern",Business,"2 stops in KMG, CAN",71923000
2024-12-05,SGN,CXR,2024-12-26 20:10,2024-12-27 09:40,"THAI, China Southern",Business,"2 stops in BKK, CAN",77863000
2024-12-05,SGN,HAN,2024-12-27 23:00,2024-12-28 01:05,Vietjet,Economy,Nonstop,1544600
2024-12-05,SGN,HAN,2024-12-27 17:45,2024-12-27 19:55,Vietravel Airlines,Economy,Nonstop,1931240
2024-12-05,SGN,HAN,2024-12-27 10:55,2024-12-27 13:05,Bamboo Airways,Economy,Nonstop,2117000
2024-12-05,SGN,HAN,2024-12-27 05:00,2024-12-27 07:05,Vietnam Airlines,Economy,Nonstop,2134000
2024-12-05,SGN,HAN,2024-12-27 20:45,2024-12-27 22:50,Vietjet,Economy,Nonstop,1544600
2024-12-05,SGN,HAN,2024-12-27 21:00,2024-12-27 23:05,Vietjet,Economy,Nonstop,1544600
2024-12-05,SGN,HAN,2024-12-27 22:05,2024-12-28 00:10,Vietjet,Economy,Nonstop,1544600
2024-12-05,SGN,HAN,2024-12-27 23:15,2024-12-28 01:25,Vietjet,Economy,Nonstop,1544600
2024-12-05,SGN,HAN,2024-12-27 23:45,2024-12-28 01:55,Vietjet,Economy,Nonstop,1544600
2024-12-05,SGN,HAN,2024-12-27 18:00,2024-12-27 20:10,Vietjet,Economy,Nonstop,1674200
2024-12-05,SGN,HAN,2024-12-27 18:05,2024-12-27 20:15,Vietjet,Economy,Nonstop,1674200
2024-12-05,SGN,HAN,2024-12-27 19:10,2024-12-27 21:20,Vietjet,Economy,Nonstop,1674200
2024-12-05,SGN,HAN,2024-12-27 05:00,2024-12-27 07:10,Vietjet,Economy,Nonstop,1803800
2024-12-05,SGN,HAN,2024-12-27 06:00,2024-12-27 08:10,Vietjet,Economy,Nonstop,1803800
2024-12-05,SGN,HAN,2024-12-27 06:30,2024-12-27 08:40,Vietjet,Economy,Nonstop,1803800
2024-12-05,SGN,HAN,2024-12-27 05:45,2024-12-27 07:55,Vietravel Airlines,Economy,Nonstop,1931240
2024-12-05,SGN,HAN,2024-12-27 20:45,2024-12-27 22:50,Vietravel Airlines,Economy,Nonstop,1931240
2024-12-05,SGN,HAN,2024-12-27 12:10,2024-12-27 14:20,Vietjet,Economy,Nonstop,1976600
2024-12-05,SGN,HAN,2024-12-27 12:40,2024-12-27 14:50,Vietjet,Economy,Nonstop,1976600
2024-12-05,SGN,HAN,2024-12-27 13:40,2024-12-27 15:50,Vietjet,Economy,Nonstop,1976600
2024-12-05,SGN,HAN,2024-12-27 14:35,2024-12-27 16:40,Vietjet,Economy,Nonstop,1976600
2024-12-05,SGN,HAN,2024-12-27 15:05,2024-12-27 17:10,Vietjet,Economy,Nonstop,1976600
2024-12-05,SGN,HAN,2024-12-27 15:20,2024-12-27 17:30,Vietjet,Economy,Nonstop,1976600
2024-12-05,SGN,HAN,2024-12-27 16:00,2024-12-27 18:10,Vietjet,Economy,Nonstop,1976600
2024-12-05,SGN,HAN,2024-12-27 05:10,2024-12-27 07:20,Bamboo Airways,Economy,Nonstop,2117000
2024-12-05,SGN,HAN,2024-12-27 09:10,2024-12-27 11:25,Vietjet,Economy,Nonstop,2138600
2024-12-05,SGN,HAN,2024-12-27 10:00,2024-12-27 12:10,Vietjet,Economy,Nonstop,2138600
2024-12-05,SGN,HAN,2024-12-27 11:10,2024-12-27 13:20,Vietjet,Economy,Nonstop,2138600
2024-12-05,SGN,HAN,2024-12-27 08:15,2024-12-27 10:20,Vietjet,Economy,Nonstop,2322200
2024-12-05,SGN,HAN,2024-12-27 23:00,2024-12-28 01:05,Vietnam Airlines,Economy,Nonstop,2340000
2024-12-05,SGN,HAN,2024-12-27 06:40,2024-12-27 08:50,Vietnam Airlines,Economy,Nonstop,2523000
2024-12-05,SGN,HAN,2024-12-27 07:45,2024-12-27 09:55,Bamboo Airways,Economy,Nonstop,2571000
2024-12-05,SGN,HAN,2024-12-27 13:30,2024-12-27 15:40,Bamboo Airways,Economy,Nonstop,2571000
2024-12-05,SGN,HAN,2024-12-27 16:35,2024-12-27 18:45,Bamboo Airways,Economy,Nonstop,2571000
2024-12-05,SGN,HAN,2024-12-27 06:00,2024-12-27 08:05,Vietnam Airlines,Economy,Nonstop,2728000
2024-12-05,SGN,HAN,2024-12-27 06:30,2024-12-27 08:35,Vietnam Airlines,Economy,Nonstop,2728000
2024-12-05,SGN,HAN,2024-12-27 21:00,2024-12-27 23:05,Vietnam Airlines,Economy,Nonstop,2728000
2024-12-05,SGN,HAN,2024-12-27 22:00,2024-12-28 00:05,Vietnam Airlines,Economy,Nonstop,2728000
2024-12-05,SGN,HAN,2024-12-27 20:30,2024-12-27 22:35,Vietnam Airlines,Economy,Nonstop,2955000
2024-12-05,SGN,HAN,2024-12-27 16:40,2024-12-27 18:45,Vietnam Airlines,Economy,Nonstop,3182000
2024-12-05,SGN,HAN,2024-12-27 17:00,2024-12-27 19:05,Vietnam Airlines,Economy,Nonstop,3182000
2024-12-05,SGN,HAN,2024-12-27 18:00,2024-12-27 20:10,Vietnam Airlines,Economy,Nonstop,3387000
2024-12-05,SGN,HAN,2024-12-27 19:00,2024-12-27 21:15,Vietnam Airlines,Economy,Nonstop,3387000
2024-12-05,SGN,HAN,2024-12-27 19:30,2024-12-27 21:35,Vietnam Airlines,Economy,Nonstop,3387000
2024-12-05,SGN,HAN,2024-12-27 23:45,2024-12-28 01:55,Bamboo Airways,Economy,Nonstop,3733000
2024-12-05,SGN,HAN,2024-12-27 07:00,2024-12-27 09:10,Vietnam Airlines,Economy,Nonstop,3741000
